lm0_x,lm0_y,lm0_z,lm0_vis,lm2_x,lm2_y,lm2_z,lm2_vis,lm5_x,lm5_y,lm5_z,lm5_vis,lm7_x,lm7_y,lm7_z,lm7_vis,lm8_x,lm8_y,lm8_z,lm8_vis,lm11_x,lm11_y,lm11_z,lm11_vis,lm12_x,lm12_y,lm12_z,lm12_vis,lm13_x,lm13_y,lm13_z,lm13_vis,lm14_x,lm14_y,lm14_z,lm14_vis,lm23_x,lm23_y,lm23_z,lm23_vis,lm24_x,lm24_y,lm24_z,lm24_vis,feat_nose_to_shoulder_y,feat_ear_to_shoulder_y,feat_shoulder_width,feat_shoulder_roll,feat_torso_length,label,subject_id
0.5516530275344849,0.28368598222732544,-0.9660943746566772,0.9998719692230225,0.5868118405342102,0.22882844507694244,-0.8933989405632019,0.9997900128364563,0.50496506690979,0.23593315482139587,-0.9116818308830261,0.9998276233673096,0.6185212135314941,0.260217547416687,-0.4729844927787781,0.9997090101242065,0.4610575735569,0.27618661522865295,-0.5465357899665833,0.9998758435249329,0.7419012188911438,0.6435439586639404,-0.20371945202350616,0.998966634273529,0.34270358085632324,0.6382453441619873,-0.43079137802124023,0.9991213083267212,0.8248271942138672,0.9934993386268616,-0.17221345007419586,0.3213507831096649,0.28986677527427673,0.9664177298545837,-0.46605950593948364,0.44598501920700073,0.6880351901054382,1.4193695783615112,-0.005326256155967712,0.004554104991257191,0.4073585867881775,1.4194949865341187,0.009635545313358307,0.004564039409160614,-0.45881945345580166,-0.4787078704044557,0.39919763803482056,0.005298614501953125,0.7785386310348511,good_posture,S001
0.551801323890686,0.28349339962005615,-0.9573500752449036,0.9998742341995239,0.5871689319610596,0.22862590849399567,-0.8847111463546753,0.9997940063476562,0.5049723386764526,0.23540335893630981,-0.9021223187446594,0.9998293519020081,0.6193385124206543,0.25991788506507874,-0.46716561913490295,0.999717116355896,0.4609770178794861,0.27556583285331726,-0.5363624095916748,0.9998766183853149,0.7419348359107971,0.6435214877128601,-0.2098667323589325,0.9989612102508545,0.34282130002975464,0.6371495127677917,-0.42249709367752075,0.9990891218185425,0.8255628347396851,0.9933468699455261,-0.18493202328681946,0.3237370252609253,0.2906798720359802,0.9664029479026794,-0.4592793881893158,0.43787825107574463,0.6877856254577637,1.4191811084747314,-0.014614315703511238,0.0045104739256203175,0.4073794484138489,1.419374942779541,0.01898586004972458,0.00448453426361084,-0.4581103622923985,-0.4783320345285676,0.3991135358810425,0.006371974945068359,0.7789435253868103,good_posture,S001
0.5519713163375854,0.28174829483032227,-0.9636510610580444,0.9998719096183777,0.587726891040802,0.22665023803710938,-0.8919655680656433,0.9997889995574951,0.5050016641616821,0.2327859103679657,-0.9076749682426453,0.9998267292976379,0.6200865507125854,0.2584039568901062,-0.4733718931674957,0.9997144341468811,0.4610065519809723,0.2733418047428131,-0.535181999206543,0.9998762607574463,0.7425517439842224,0.6428883671760559,-0.21581736207008362,0.9988757967948914,0.3429054617881775,0.6370460987091064,-0.4002210199832916,0.9990482926368713,0.8255858421325684,0.9896290302276611,-0.21532540023326874,0.31806042790412903,0.28990358114242554,0.9674855470657349,-0.4187331795692444,0.4390938878059387,0.6869606375694275,1.4186594486236572,-0.021932708099484444,0.004455953370779753,0.4072277545928955,1.419216513633728,0.026272978633642197,0.004452735185623169,-0.4598612708951204,-0.48024123210787245,0.3996462821960449,0.005842268466949463,0.7789717481861115,good_posture,S001
0.5520842671394348,0.2803993225097656,-0.9483383893966675,0.9998674392700195,0.5877788662910461,0.22496819496154785,-0.876015841960907,0.9997803568840027,0.5048043727874756,0.23081323504447937,-0.8952773809432983,0.9998227953910828,0.6204932928085327,0.25611650943756104,-0.46994858980178833,0.9997038841247559,0.4610113501548767,0.2720097303390503,-0.5274814367294312,0.9998751282691956,0.7445144653320312,0.6417917013168335,-0.2232932150363922,0.9988232851028442,0.34296900033950806,0.6364034414291382,-0.37415024638175964,0.9990701675415039,0.8253205418586731,0.9825261831283569,-0.23531457781791687,0.32310742139816284,0.28424498438835144,0.9691340327262878,-0.3630485236644745,0.44737038016319275,0.6821829676628113,1.418472409248352,-0.02648180164396763,0.00448259012773633,0.40153250098228455,1.417019248008728,0.030694980174303055,0.004542762413620949,-0.4606672972725828,-0.48164747861769697,0.4015454649925232,0.0053882598876953125,0.7786492572555542,good_posture,S001
0.5546990036964417,0.27972301840782166,-1.0545631647109985,0.9998644590377808,0.5905401110649109,0.2231978476047516,-0.9779375791549683,0.999775230884552,0.5059530138969421,0.2293115109205246,-0.9976153373718262,0.9998212456703186,0.6223526000976562,0.254848450422287,-0.5212346911430359,0.9996992349624634,0.4611930251121521,0.2705009877681732,-0.5955767631530762,0.9998763203620911,0.7455017566680908,0.6415315866470337,-0.22506651282310486,0.9987373352050781,0.342433899641037,0.6339563131332397,-0.42025089263916016,0.9990520477294922,0.8248689770698547,0.9797660708427429,-0.2431809902191162,0.3256644904613495,0.2845443785190582,0.9691511392593384,-0.5262773633003235,0.4620784819126129,0.6794706583023071,1.4168514013290405,-0.022198500111699104,0.004784950986504555,0.4002733826637268,1.415387511253357,0.02630729414522648,0.004880488384515047,-0.45995855288294524,-0.48186093453551704,0.40306785702705383,0.007575273513793945,0.778376506401062,good_posture,S001
0.5630123019218445,0.279716432094574,-0.999323844909668,0.9998605847358704,0.5997726321220398,0.22331437468528748,-0.9335706830024719,0.9997684359550476,0.5136556625366211,0.2293151319026947,-0.9596983194351196,0.9998188018798828,0.6301809549331665,0.25484710931777954,-0.5076391696929932,0.9996888041496277,0.46481552720069885,0.27045199275016785,-0.5801321268081665,0.9998767971992493,0.7464131712913513,0.6414421796798706,-0.1987280547618866,0.9986516237258911,0.3469083607196808,0.6270307898521423,-0.4190613627433777,0.9990730881690979,0.8249372243881226,0.9775207042694092,-0.19118261337280273,0.316947340965271,0.28804367780685425,0.9675723314285278,-0.5122266411781311,0.46726474165916443,0.6771257519721985,1.4131431579589844,-0.008401726372539997,0.004911710973829031,0.4001947343349457,1.4077147245407104,0.012388319708406925,0.005081703420728445,-0.4567418724159433,-0.47872979426459333,0.39950481057167053,0.014411389827728271,0.776193456483841,good_posture,S001
0.5683357119560242,0.28238657116889954,-0.9682027101516724,0.9998598694801331,0.6053971648216248,0.22589215636253357,-0.8994209170341492,0.9997673034667969,0.5187698006629944,0.2305843085050583,-0.9320769309997559,0.9998189210891724,0.6348986029624939,0.2569909393787384,-0.4721522927284241,0.9996843934059143,0.46769991517066956,0.27092641592025757,-0.5716046094894409,0.9998774528503418,0.7470732927322388,0.6426448822021484,-0.17225509881973267,0.9986238479614258,0.34685343503952026,0.6270133852958679,-0.41869252920150757,0.9990874528884888,0.8247254490852356,0.9785179495811462,-0.11636804044246674,0.3114035725593567,0.2871440052986145,0.9676557183265686,-0.474978506565094,0.4742388427257538,0.6761997938156128,1.4133059978485107,0.0012599551118910313,0.0051711928099393845,0.40033426880836487,1.407402753829956,0.002681620419025421,0.005343558732420206,-0.4544560112243181,-0.4782178035651344,0.4002198576927185,0.015631496906280518,0.7755262420902252,good_posture,S001
0.5733023285865784,0.2824665904045105,-1.0106886625289917,0.9998540878295898,0.6097296476364136,0.2262594848871231,-0.9348651766777039,0.999756932258606,0.5237240791320801,0.2308361977338791,-0.967984676361084,0.9998102188110352,0.63788902759552,0.2575366795063019,-0.49437522888183594,0.9996625781059265,0.4710710048675537,0.271033376455307,-0.6277405023574829,0.9998717904090881,0.7479074001312256,0.6439812779426575,-0.17574116587638855,0.9985923171043396,0.34701600670814514,0.6286614537239075,-0.4832668900489807,0.9990553855895996,0.8253902196884155,0.979587733745575,-0.09966166317462921,0.31111517548561096,0.2871522903442383,0.9720765948295593,-0.46661853790283203,0.48017990589141846,0.6782014966011047,1.4132505655288696,0.01992836780846119,0.005232421215623617,0.40483927726745605,1.4077579975128174,-0.016232965514063835,0.00531627656891942,-0.4570681052118084,-0.4805529155460025,0.40089139342308044,0.01531982421875,0.7741839156875611,good_posture,S001
0.5762956142425537,0.28285807371139526,-0.8976403474807739,0.999847412109375,0.6123194098472595,0.22732335329055786,-0.8266382217407227,0.9997469186782837,0.5275273323059082,0.23131829500198364,-0.8589349985122681,0.9998050332069397,0.6399251818656921,0.2588408291339874,-0.4132539629936218,0.9996402263641357,0.47457155585289,0.2711937725543976,-0.5499159693717957,0.9998700618743896,0.7496262788772583,0.6439526677131653,-0.12284956872463226,0.9985703229904175,0.35014480352401733,0.6272352933883667,-0.47195306420326233,0.9990900754928589,0.8244192004203796,0.9786458611488342,-0.04158007353544235,0.3049842417240143,0.2868568003177643,0.9735673069953918,-0.4208764433860779,0.4914936423301697,0.678631603717804,1.4134913682937622,0.020717192441225052,0.005306229926645756,0.4053957462310791,1.4077917337417603,-0.017006946727633476,0.005415055900812149,-0.4551145828536067,-0.47813349230911734,0.39948147535324097,0.016717374324798584,0.7750485704669953,good_posture,S001
0.5763934850692749,0.28365251421928406,-0.8735783696174622,0.9998461008071899,0.611850917339325,0.22860275208950043,-0.8051365613937378,0.9997445344924927,0.5271850228309631,0.23257794976234436,-0.8354606628417969,0.9998048543930054,0.6395891904830933,0.25973790884017944,-0.4043641686439514,0.9996355175971985,0.4750966429710388,0.272579550743103,-0.5354359149932861,0.9998717904090881,0.7497456669807434,0.6439563632011414,-0.12247578799724579,0.9985566139221191,0.35296422243118286,0.6297562122344971,-0.45991164445877075,0.9991062879562378,0.8287229537963867,0.9778581857681274,-0.02984931506216526,0.30148327350616455,0.28331857919692993,0.9735990762710571,-0.42006224393844604,0.49917998909950256,0.6786834001541138,1.4136735200881958,0.023709038272500038,0.005245819687843323,0.40557414293289185,1.408501386642456,-0.02013254538178444,0.0053124455735087395,-0.4561987852870248,-0.4787937964527162,0.39678144454956055,0.014200150966644287,0.7742321656475067,good_posture,S001
